[sound:s8-0001_早く起きた。.mp3]	<b>(早)</b> <br> 早く起きた。<br> はやくおきた。 <br> I woke up early.			
[sound:s8-0791_私たちは新しいオフィスに移転します。.mp3]	<b>(移転)</b> <br> 私たちは新しいオフィスに移転します。<br> わたしたちはあたらしいオフィスにいてんします。 <br> We are moving to a new office.			
[sound:s8-0792_彼らは次の都市に移動する予定です。.mp3]	<b>(移動)</b> <br> 彼らは次の都市に移動する予定です。<br> かれらはつぎのとしにいどうするよていです。 <br> They plan to move to the next city.			
[sound:s8-0793_多くの人々がその国への移民を望んでいる。.mp3]	<b>(移民)</b> <br> 多くの人々がその国への移民を望んでいる。<br> おおくのひとびとがそのくにへのいみんをのぞんでいる。 <br> Many people wish to immigrate to that country.			
[sound:s8-0794_彼は重い箱を移すのに手を貸した。.mp3]	<b>(移す)</b> <br> 彼は重い箱を移すのに手を貸した。<br> かれはおもいはこをうつすのにてをかした。 <br> He lent a hand in moving the heavy box.			
[sound:s8-0795_時間の推移とともに彼の態度が変わった。.mp3]	<b>(推移)</b> <br> 時間の推移とともに彼の態度が変わった。<br> じかんのすいいとともにかれのたいどがかわった。 <br> His attitude changed over time.			
[sound:s8-0796_彼は他のクラブに移籍した。.mp3]	<b>(移籍)</b> <br> 彼は他のクラブに移籍した。<br> かれはほかのクラブにいせきした。 <br> He transferred to another club.			
[sound:s8-0797_彼らはアメリカへの移住を計画している。.mp3]	<b>(移住)</b> <br> 彼らはアメリカへの移住を計画している。<br> かれらはアメリカへのいじゅうをけいかくしている。 <br> They are planning to immigrate to America.			
[sound:s8-0798_彼はその土地を息子に移譲した。.mp3]	<b>(移譲)</b> <br> 彼はその土地を息子に移譲した。<br> かれはそのとちをむすこにいじょうした。 <br> He transferred the land to his son.			
[sound:s8-0799_その二つの数値の差は大きい。.mp3]	<b>(差)</b> <br> その二つの数値の差は大きい。<br> そのふたつのすうちのさはおおきい。 <br> The difference between those two numbers is significant.			
[sound:s8-0800_その選手は得点差を広げた。.mp3]	<b>(差)</b> <br> その選手は得点差を広げた。<br> そのせんしゅはとくてんさをひろげた。 <br> The player widened the score gap.			
[sound:s8-0801_その国には豊かと貧しいの格差がある。.mp3]	<b>(格差)</b> <br> その国には豊かと貧しいの格差がある。<br> そのくににはゆたかとまずしいのかくさがある。 <br> There is a gap between the rich and the poor in that country.			
[sound:s8-0802_彼女は人種差別に反対です。.mp3]	<b>(差別)</b> <br> 彼女は人種差別に反対です。<br> かのじょはじんしゅさべつにはんたいです。 <br> She is against racial discrimination.			
[sound:s8-0803_彼らは利益を得たが、その差益は少なかった。.mp3]	<b>(差益)</b> <br> 彼らは利益を得たが、その差益は少なかった。<br> かれらはりえきをえたが、そのさえきはすくなかった。 <br> They made a profit, but the margin was small.			
[sound:s8-0804_その学校の偏差値は非常に高い。.mp3]	<b>(偏差値)</b> <br> その学校の偏差値は非常に高い。<br> そのがっこうのへんさちはひじょうにたかい。 <br> The school has a very high deviation value.			
[sound:s8-0805_彼らは契約の履行を差し止められた。.mp3]	<b>(差し止め)</b> <br> 彼らは契約の履行を差し止められた。<br> かれらはけいやくのりこうをさしとめられた。 <br> They were prevented from fulfilling the contract.			
[sound:s8-0806_彼らは大差で勝利を収めた。.mp3]	<b>(大差)</b> <br> 彼らは大差で勝利を収めた。<br> かれらはたいさでしょうりをおさめた。 <br> They won by a large margin.			
[sound:s8-0807_次の交差点を右に曲がってください。.mp3]	<b>(交差点)</b> <br> 次の交差点を右に曲がってください。<br> つぎのこうさてんをみぎにまがってください。 <br> Please turn right at the next intersection.			
[sound:s8-0808_予算と実際の費用の差額が大きい。.mp3]	<b>(差額)</b> <br> 予算と実際の費用の差額が大きい。<br> よさんとじっさいのひようのさがくがおおきい。 <br> There is a large difference between the budget and the actual cost.			
[sound:s8-0809_その滝の落差は100メートルです。.mp3]	<b>(落差)</b> <br> その滝の落差は100メートルです。<br> そのたきのらくさは100メートルです。 <br> The waterfall has a drop of 100 meters.			
[sound:s8-0810_彼は大衆の中で目立った。.mp3]	<b>(衆)</b> <br> 彼は大衆の中で目立った。<br> かれはたいしゅうのなかでめだった。 <br> He stood out in the crowd.			
[sound:s8-0811_彼は衆院議員です。.mp3]	<b>(衆院)</b> <br> 彼は衆院議員です。<br> かれはしゅういんぎいんです。 <br> He is a member of the House of Representatives.			
[sound:s8-0812_大衆の意見は一致していない。.mp3]	<b>(大衆)</b> <br> 大衆の意見は一致していない。<br> たいしゅうのいけんはいっちしていない。 <br> The opinions of the masses are not unanimous.			
[sound:s8-0813_政府は民衆の要求に応えなければならない。.mp3]	<b>(民衆)</b> <br> 政府は民衆の要求に応えなければならない。<br> せいふはみんしゅうのようきゅうにこたえなければならない。 <br> The government must respond to the demands of the people.			
[sound:s8-0814_大衆の中には反対意見もあった。.mp3]	<b>(衆)</b> <br> 大衆の中には反対意見もあった。<br> たいしゅうのなかにははんたいいけんもあった。 <br> There were also opposing opinions among the masses.			
[sound:s8-0815_会議の聴衆は数百人です。.mp3]	<b>(聴衆)</b> <br> 会議の聴衆は数百人です。<br> かいぎのちょうしゅうはすうひゃくにんです。 <br> There are hundreds of people in the audience at the meeting.			
[sound:s8-0816_衆議院の選挙が行われた。.mp3]	<b>(衆議院)</b> <br> 衆議院の選挙が行われた。<br> しゅうぎいんのせんきょがおこなわれた。 <br> Elections for the House of Representatives were held.			
[sound:s8-0817_そのイベントには多くの観衆が集まった。.mp3]	<b>(観衆)</b> <br> そのイベントには多くの観衆が集まった。<br> そのイベントにはおおくのかんしゅうがあつまった。 <br> Many spectators gathered at the event.			
[sound:s8-0818_公衆電話は街中に設置されている。.mp3]	<b>(公衆電話)</b> <br> 公衆電話は街中に設置されている。<br> こうしゅうでんわはまちじゅうにせっちされている。 <br> Public telephones are installed all over the city.			
[sound:s8-0819_群衆がストリートを埋め尽くした。.mp3]	<b>(群衆)</b> <br> 群衆がストリートを埋め尽くした。<br> ぐんしゅうがストリートをうめつくした。 <br> The crowd filled the streets.			
[sound:s8-0820_公衆のための公園が建設された。.mp3]	<b>(公衆)</b> <br> 公衆のための公園が建設された。<br> こうしゅうのためのこうえんがけんせつされた。 <br> A park for the public was constructed.			
[sound:s8-0821_このプロジェクトは個人の貢献に依存している。.mp3]	<b>(個)</b> <br> このプロジェクトは個人の貢献に依存している。<br> このプロジェクトはこじんのこうけんにいぞんしている。 <br> This project relies on individual contributions.			
[sound:s8-0822_彼は優れた個人です。.mp3]	<b>(個人)</b> <br> 彼は優れた個人です。<br> かれはすぐれたこじんです。 <br> He is an outstanding individual.			
[sound:s8-0823_個別の相談が必要です。.mp3]	<b>(個別)</b> <br> 個別の相談が必要です。<br> こべつのそうだんがひつようです。 <br> Individual consultation is necessary.			
[sound:s8-0824_彼は独自の個性を持っている。.mp3]	<b>(個性)</b> <br> 彼は独自の個性を持っている。<br> かれはどくじのこせいをもっている。 <br> He has a unique personality.			
[sound:s8-0825_彼の意見は個人的なものです。.mp3]	<b>(個人的)</b> <br> 彼の意見は個人的なものです。<br> かれのいけんはこじんてきなものです。 <br> His opinion is personal.			
[sound:s8-0826_彼は個々のニーズを考慮しています。.mp3]	<b>(個々)</b> <br> 彼は個々のニーズを考慮しています。<br> かれはここうのニーズをこうりょしています。 <br> He considers individual needs.			
[sound:s8-0827_彼女は個展を開催した。.mp3]	<b>(個展)</b> <br> 彼女は個展を開催した。<br> かのじょはこてんをかいさいした。 <br> She held a solo exhibition.			
[sound:s8-0828_その箱にリンゴが一個入っている。.mp3]	<b>(一個)</b> <br> その箱にリンゴが一個入っている。<br> そのはこにリンゴがひとこはいっている。 <br> There is one apple in the box.			
[sound:s8-0829_これは別個の問題です。.mp3]	<b>(別個)</b> <br> これは別個の問題です。<br> これはべっこのもんだいです。 <br> This is a separate issue.			
[sound:s8-0830_この建物には不備がいくつか個所あります。.mp3]	<b>(個所)</b> <br> この建物には不備がいくつか個所あります。<br> このたてものにはふびがいくつかこしょあります。 <br> There are several flaws in this building.			
[sound:s8-0831_彼女は個室で一人で過ごした。.mp3]	<b>(個室)</b> <br> 彼女は個室で一人で過ごした。<br> かのじょはこしつでひとりですごした。 <br> She spent time alone in her room.			
[sound:s8-0832_この門は重厚なデザインです。.mp3]	<b>(門)</b> <br> この門は重厚なデザインです。<br> このもんはじゅうこうなデザインです。 <br> This gate has a solid design.			
[sound:s8-0833_彼は優れた家系の門を継ぐ。.mp3]	<b>(門)</b> <br> 彼は優れた家系の門を継ぐ。<br> かれはすぐれたかけいのもんをつぐ。 <br> He inherits the gate of an excellent family.			
[sound:s8-0834_その会社は複数の部門を持っている。.mp3]	<b>(部門)</b> <br> その会社は複数の部門を持っている。<br> そのかいしゃはふくすうのぶもんをもっている。 <br> The company has multiple departments.			
[sound:s8-0835_彼はその分野の専門家です。.mp3]	<b>(専門)</b> <br> 彼はその分野の専門家です。<br> かれはそのぶんやのせんもんかです。 <br> He is an expert in that field.			
[sound:s8-0836_彼女は心理学の専門家です。.mp3]	<b>(専門家)</b> <br> 彼女は心理学の専門家です。<br> かのじょはしんりがくのせんもんかです。 <br> She is a specialist in psychology.			
